id,source,title,link,publication_date,close_date,organization_name,organization_url,organization_description,description,salary_range,tags
785a9faf5043,Probably Good,Head of International People and Culture,https://careers.proveg.org/jobs/8053879-head-of-international-people-and-culture,2026-07-11,,ProVeg International,https://proveg.com/,ProVeg International is an international organization advocating for a global transition toward plant-based diets and food systems.,"Senior HR leadership role overseeing people strategy, operations, and culture for a global NGO network across 16 countries. - Develop and execute international people strategies aligned with organizational mission, including workforce planning, talent acquisition, and retention initiatives. - Own day-to-day HR administration: contract management, payroll preparation, compliance frameworks across jurisdictions, and global HRIS platforms (Deel, Personio, Leapsome). - Lead and mentor the International Senior Talent Acquisition Manager; guide recruitment frameworks and employer branding to attract mission-driven talent. - Serve as trusted advisor to senior leadership and country directors on performance, development, organizational culture, and strategic workforce decisions. - Requires extensive senior HR experience in mission-driven nonprofits (50+ employees), deep international employment law expertise, and hands-on HRIS platform implementation experience.","£46,000 - £60,000",Animal Welfare; Operations; Management; Legal; Undergraduate Degree or Less; Mid (5–9y); Senior (10y+); Full-Time
436b1bcba9d7,Probably Good; EA Opportunities Board,Event Manager,https://new-roots-institute.rippling-ats.com/job/1039991/event-manager,2026-07-11,,New Roots Institute,https://www.newrootsinstitute.org/,The New Roots Institute is an educational nonprofit that trains high school and college students to become advocates for reforming industrial animal agriculture.,"Lead comprehensive event planning and execution for a nonprofit's flagship summit and ongoing convenings, managing all operational details from vendor coordination to participant experience. - Plan and execute the annual Leadership Summit (launching 2027) and other virtual and in-person events, translating program goals into participant experiences. - Own full event operations including budgeting, vendor management, venue sourcing, travel and accommodations, catering, accessibility, registration, and technical production. - Build and maintain event systems including playbooks, standard operating procedures, project plans, timelines, templates, and post-event evaluation processes. - Manage event communications for fellows, alumni, speakers, partners, and staff, ensuring clear information flow and full participation. - Requires 3+ years planning and executing complex multi-day in-person events with 100+ attendees; strong project management, detail orientation, and stakeholder collaboration skills. - Full-time remote role with required attendance at team retreat (first week of June) and Leadership Summit (first week of August, starting 2027).","$80,000","Animal Welfare; Operations; Communications & Outreach; Undergraduate Degree or Less; Mid (5–9y); Junior (1–4y); Full-Time; Full-time; Animal welfare; Organization building, boosting & running; Management; Communication; Collaborative problem-solving; Direct high impact on an important cause"
51bb4b1a52ae,Probably Good,Social Scientist/Economist/Researcher,https://idinsight.bamboohr.com/careers/26,2026-07-10,,IDinsight,https://www.idinsight.org/,IDinsight is a research nonprofit that helps development organizations evaluate and improve the impact of their programs.,"Research expert designing and implementing rigorous evaluations and studies to support global development organizations across diverse sectors and geographies. - Design and implement evaluations, impact assessments, diagnostic studies, monitoring systems, and program advisory work for clients in Asia and Africa. - Ensure technical rigor of project deliverables by drafting evaluation designs, pre-analysis plans, sample size calculations, data collection instruments, and technical reports. - Provide technical expertise and training to project teams on quantitative methods, statistical inference, and programming languages such as Stata or R. - Co-author publications in academic and policy journals showcasing results from IDinsight studies. - Requires advanced degree in economics, econometrics, statistics, political science, public policy, public health, or related field; PhD preferred or Master's with 3+ years relevant experience. - Requires strong quantitative and critical thinking skills, proficiency in Stata or R, and experience designing evaluations and conducting field research in developing countries. - Two-year minimum commitment expected; flexible start date; professional development and career progression opportunities along technical, managerial, or client-facing paths.",,Global Health & Development; Research; Data; Master's Degree; Mid (5–9y); Junior (1–4y); Full-Time
ee2273ad3fd6,Probably Good,Personal Career Advising,https://probablygood.org/advising/,2026-07-10,,Probably Good,https://probablygood.org/,"Probably Good is a nonprofit providing career guidance, a job board, and advising to help people build high-impact careers through evidence-based resources.","Free one-on-one career advising service helping you to align your career with meaningful impact and social good. - Apply for a career consultation call for help in exploring new career options, evaluating opportunities, and navigating uncertainties. - Get connected with relevant resources, people, and opportunities aligned with your impact-focused career goals. - Free service funded by grants; small team may have limited capacity but encourages applications.",,Career-Capital; Operations; Communications & Outreach; Undergraduate Degree or Less; Mid (5–9y); Senior (10y+); Junior (1–4y); Entry-Level; Training
88cabac50293,Probably Good,Expression of Interest,https://toothsome-truffle-ec7.notion.site/Careers-at-EA-Funds-4d8add64d93d4bf98ad6999dff029dc1#role-expression-of-interest-in-ea-funds-roles,2026-07-08,,Effective Altruism Funds,https://funds.effectivealtruism.org/,"Effective Altruism Funds is a grantmaking platform with expert-managed funds supporting high-impact work in global development, animal welfare, and longtermism.",,,Community Building; Societal Improvements; Undergraduate Degree or Less; Mid (5–9y); Senior (10y+); Junior (1–4y); Entry-Level; Expression of Interest
449ebd2dc7d5,Probably Good,Expression of Interest: Chem Bio,https://job-boards.eu.greenhouse.io/aisi/jobs/4919338101,2026-07-06,,AI Security Institute (AISI),https://www.aisi.gov.uk/,The AI Security Institute is a UK government body conducting AI safety research and developing standards to enable responsible AI governance.,"An open expression of interest for research engineers and scientists to join a government team evaluating chemical and biological risks from frontier AI systems. - Conduct evaluations, benchmarking and threat modelling to assess how advanced AI models may enable harmful chemical or biological capabilities. - Develop datasets, experimental protocols and automated tools for capability elicitation, testing and monitoring across scientific domains. - Investigate model safeguards, identify failure modes and translate technical findings into actionable recommendations for AI companies and government stakeholders. - Requires strong technical background in machine learning, computational biology, chemistry, biosecurity, research engineering or related disciplines. - Hybrid working with access to central London office and other UK government locations; roles available at multiple seniority levels from individual contributor to research manager.","£65,000 - £145,000",Biosecurity; AI Safety & Policy; Research; Data; Software Engineering; Undergraduate Degree or Less; Mid (5–9y); Senior (10y+); Junior (1–4y); Entry-Level; Expression of Interest
ce9226fca2dc,Probably Good,"Senior Scientist, Data Assimilation for Observing Systems",https://job-boards.greenhouse.io/reflective/jobs/5290824008,2026-07-03,2026-08-09,Reflective,https://reflective.org/,Reflective is an organization working on improving decision-making and institutional quality through research and practice.,"Lead development of data assimilation methods and observing system design to improve aerosol microphysical models for sunlight reflection research. - Develop inverse modeling frameworks using atmospheric observational datasets (SABRE, AToM) to improve aerosol microphysical model parameterizations, potentially including adjoint-based approaches. - Design data denial experiments and Observing System Simulation Experiments (OSSEs) to determine which observations most constrain model parameters and define minimum instrument requirements for field experiments. - Build data pipelines and processing workflows for field experiment data, enabling rapid quality control, analysis, and model parameterization updates. - Translate OSSE results into practical field campaign recommendations on sampling location, frequency, altitude, instruments, and acceptable error bounds across varying plume conditions and atmospheric states. - Write scientific papers, technical documentation, and public-facing summaries communicating findings and observational requirements to funders, policymakers, and researchers. - Requires PhD in atmospheric science, aerosol science, applied math, engineering, or related field; significant experience with atmospheric observational datasets and inverse modeling or data assimilation methods. - Requires strong Python programming skills, quantitative judgment on nonlinear systems and parameter identifiability, and ability to design rigorous numerical experiments connecting modeling choices to observing requirements. - Full-time position; remote or San Francisco office with preference for 2-3 days/week on-site; regular team co-working weeks planned; can overlap with 9am-1pm PST core working hours.","$130,000 - $180,000",Climate Change; Research; Data; Doctoral Degree; Mid (5–9y); Senior (10y+); Full-Time
a64a3e04240a,Probably Good; EA Opportunities Board,Security Engineer - Corporate IT,https://jobs.ashbyhq.com/resolution/3f73adc2-04ec-4d7e-be40-e43193adff6c,2026-07-03,,Resolution,https://resolution.org/,Resolution is a nonprofit research institute focused on AI alignment.,"Build and lead corporate IT and security infrastructure for an AI safety research organization from the ground up. - Design and deploy secure-by-default endpoint and device management across hybrid teams in Berkeley and globally remote locations. - Implement Zero-Trust identity and access management architecture, balancing open-science publication goals with extreme sensitivity of pre-publication research and model access. - Secure communications and email systems against state-actor and competitive intelligence threats; implement phishing protection and collaborative workflows. - Act as primary bridge between research needs and external AI lab security requirements; navigate compliance audits (SOC 2, ISO 27001) to enable frontier model access. - Hands-on technical operator comfortable with configuration, scripting, and automation; reporting to senior leadership with autonomy in early-stage organization.","$346,000 - $930,000","AI Safety & Policy; Operations; Information Security; Undergraduate Degree or Less; Mid (5–9y); Senior (10y+); Full-Time; Full-time; AI safety & policy; Information security; Software engineering; Organization building, boosting & running; Management; Direct high impact on an important cause; Skill-building & building career capital"
19f2e281e0a5,Probably Good; EA Opportunities Board,Program Grants Officer,https://miraclefeet.bamboohr.com/careers/100,2026-07-03,,MiracleFeet,https://www.miraclefeet.org/,MiracleFeet is a global nonprofit partnering with local providers to deliver affordable clubfoot treatment to children across 37 countries.,"Manage grant portfolios for Latin American partner organizations, overseeing financial compliance, budget reviews, and operational monitoring. - Review partner expense reports and budgets for compliance with subaward policies; flag inconsistencies and provide capacity-building support. - Update project management systems (Monday.com, Salesforce) with accurate grant renewal, amendment, and compliance information. - Conduct annual risk assessments and support annual audit processes related to partner grants. - Requires 5+ years in finance, accounting, global health, or international development; fluent Spanish and English; strong Excel skills. - Full-time remote position based in Latin America; requires international travel to partner countries at least four times per year.",,Global Health & Development; Operations; Finance; Undergraduate Degree or Less; Mid (5–9y); Full-Time; Full-time; Global health & development; Communication; Collaborative problem-solving; Direct high impact on an important cause; Undergraduate degree
909a0ef300fd,Probably Good,Futurekind Facilitator,https://airtable.com/appwYVZkOaw0mf7xN/pag9lTCzlVl0nzEef/form/#1,2026-07-03,,Electric Sheep,https://www.electricsheep.is/,"Electric Sheep is a not-for-profit developing ethical AI education and programs focused on animal welfare, climate, and AI safety.","Paid roles facilitating discussions and mentoring participants in an AI and animals course - Facilitate structured group discussions following a template - Mentor participants during their project phase - Support learning and development across AI and animal advocacy domains - Commitment ranges from 10-25 hours between April and July - Ideal candidates have experience in facilitation, teaching, or mentoring",,Animal Welfare; AI Safety & Policy; Communications & Outreach; Undergraduate Degree or Less; Junior (1–4y); Entry-Level; Part-Time (<50% FTE)
5ed33664dbe9,Probably Good,Expression of Interest,https://learned-swordtail-400.notion.site/1bc152db20af8086a678c750c5106b2b,2026-07-03,,Center on Long-Term Risk,https://longtermrisk.org/,The Center on Long-Term Risk is a research organization working to reduce the risk of large-scale suffering from advanced AI through technical and policy research.,,,AI Safety & Policy; Undergraduate Degree or Less; Mid (5–9y); Senior (10y+); Junior (1–4y); Entry-Level; Expression of Interest
723f861f5716,Probably Good,Controller,https://job-boards.greenhouse.io/reflective/jobs/5284106008,2026-07-03,2026-08-09,Reflective,https://reflective.org/,Reflective is an organization working on improving decision-making and institutional quality through research and practice.,"Lead financial operations and controls for a climate research organization deploying significant philanthropic capital. - Own the complete accounting cycle including general ledger, month-end and year-end close, reconciliations, audit, and 990 processes. - Build and maintain annual operating budgets, cash-flow forecasts, and dashboards for leadership, Board, and funders; surface variances and risks early. - Manage all cash inflows and outflows including grants, donations, vendor payments, and grant disbursements; track commitments and ensure accurate reflection in forecasts. - Design and enforce internal controls, approval workflows, and contracting processes for expenses, corporate cards, reimbursements, and procurement. - Requires 6+ years progressive finance and accounting experience including a controller or equivalent senior role; deep expertise in financial controls, budgeting, forecasting, and GAAP.","$140,000 - $180,000",Climate Change; Finance; Undergraduate Degree or Less; Mid (5–9y); Senior (10y+); Full-Time
e914b0df0d4e,Probably Good,Web and Digital Experience Manager,https://fika.bamboohr.com/careers/101,2026-07-02,,Fika,https://fika.org/,"Fika is a nonprofit that partners with governments and communities to build pedestrian trail bridges connecting rural populations in sub-Saharan Africa and Latin America to education, healthcare, and markets.","Own and revamp a nonprofit's website, managing technical implementation, user experience, and ongoing maintenance. - Conduct comprehensive audit of fika.org and rebuild site for improved functionality, UX, visual quality, and performance. - Overhaul Resource Library with better filtering, tagging, and search; update staff pages with current bios, photos, and titles. - Publish new content quickly, add site functionality, and identify automation opportunities as Fika's programs evolve. - Requires expert WordPress skills, strong HTML/CSS/JavaScript/PHP coding, proven UX improvement experience, and project management ability. - Preferred: nonprofit or international development experience, Google Analytics familiarity, multilingual website knowledge, and remote team collaboration skills.",,Global Health & Development; Communications & Outreach; Software Engineering; Undergraduate Degree or Less; Mid (5–9y); Full-Time
1db089a24d18,Probably Good,Open Application,https://myrias.org/careers#role-open-application,2026-07-02,,Myrias,https://myrias.org/,"Myrias is a venture studio building nonprofits and companies that target the largest, most neglected sources of animal suffering.","Multiple early-stage roles across product, operations, and AI implementation focused on building solutions in food systems. - Roles available include Entrepreneur in Residence, Product Manager, Industry Whisperer (agriculture/aquaculture expertise), Operations Manager, AI Builder, Chief of Staff, and Program Associate. - Success requires demonstrating shipped work, comfort with ambiguity, preference for rapid iteration over planning, and daily fluency with current AI models and agents. - Ideal candidates are agentic, willing to create value outside defined roles, and update their views based on evidence. - Program Associate is positioned as early-career; other roles assume relevant experience in entrepreneurship, product development, operations, or domain expertise.",,Animal Welfare; Operations; Software Engineering; Management; Undergraduate Degree or Less; Mid (5–9y); Senior (10y+); Junior (1–4y); Entry-Level; Full-Time
b4b95dcf6bcc,Probably Good; EA Opportunities Board,Operations Manager,https://docs.google.com/document/d/16NFXIECPgqyl27RFM-qfU9rOYRgHs9M2/edit,2026-06-30,,Access to Medicines Initiative,https://www.accessmedicines.org/,Access to Medicines Initiative is an organization reducing unintended pregnancies and maternal deaths in Nigeria by ensuring contraceptive availability in public health facilities.,"Build operational systems and processes for a growing nonprofit delivering contraceptives to public health facilities across Nigeria. - Process payments to contractors, vendors, and partners; manage invoices, reimbursements, and financial reporting. - Track grant requirements, contracts, and legal obligations across multiple jurisdictions; manage agreements and document control. - Organize travel logistics including visas, flights, accommodation, and itineraries; ensure cost-effectiveness and documentation. - Conduct quality control on field data; coordinate with programme teams to resolve issues and improve data collection systems. - Turn informal processes into documented workflows, trackers, and dashboards; identify bottlenecks and propose practical improvements. - Requires strong organizational skills, reliability across multiple workflows, and comfort with ambiguity in a small, fast-growing team. - Full-time remote role with preferred 2-4 hour overlap with UK time; start ASAP.","$30,000 - $60,000","Global Health & Development; Operations; Finance; Legal; Undergraduate Degree or Less; Mid (5–9y); Full-Time; Full-time; Global health & development; Organization building, boosting & running; Management; Communication; Collaborative problem-solving; Direct high impact on an important cause; Skill-building & building career capital"
5f6206bdba7d,Probably Good; EA Opportunities Board,Operations & Events Coordinator,https://forecastingresearch.org/careers/operations-and-events-coordinator,2026-06-28,2026-08-02,Forecasting Research Institute,https://forecastingresearch.org/,The Forecasting Research Institute is an organization that develops and tests forecasting methods to improve decision-making on high-stakes global issues.,"Coordinate operations and events for a research organization, managing staff retreats, hiring logistics, and project administration. - Plan and execute three annual week-long staff retreats including venue research, vendor coordination, agenda design, and on-site support. - Administer virtual meetings such as research discussion series and monthly social calls. - Support hiring workflows by screening applications, answering candidate queries, and maintaining applicant tracking records. - Provide operational support to research projects including participant communication and publication outreach. - Track project statuses, maintain cross-organizational resources, and improve operational systems and processes. - Expect 70% dedicated scope work and 30% cross-cutting support across the organization. - Full-time remote role requiring attendance at three annual in-person retreats in the US and EU; core hours 11 am–3 pm ET.","$64,800 - $79,200","Societal Improvements; Operations; Undergraduate Degree or Less; Junior (1–4y); Entry-Level; Part-Time (50–80% FTE); Full-Time; Full-time; Global priorities research; Organization building, boosting & running; Communication; Management; Direct high impact on an important cause; Skill-building & building career capital"
c6510e36b4ee,Probably Good,Open Application,https://dyrevern.no/ledige-stillinger#role-pen-s-knad,2026-06-28,,Dyrevernalliansen,https://dyrevern.no/,"Dyrevernalliansen is the Norwegian Animal Protection Alliance, advocating for improved animal welfare through policy reform and public awareness.",,,Animal Welfare; Undergraduate Degree or Less; Mid (5–9y); Senior (10y+); Junior (1–4y); Entry-Level; Expression of Interest
a19e782639d2,Probably Good,MBA Chapter Leader,https://1fortheworld.org/jobs-at-oftw#role-mba-chapter-leader,2026-06-28,,One for the World,https://1fortheworld.org/,One for the World is a nonprofit that encourages students and young professionals to pledge a portion of their income to highly effective global health charities.,"Lead a One for the World chapter to mobilize donors and volunteers around effective giving in your community or campus. - Establish and grow a One for the World chapter by recruiting members, organizing giving talks, and building a community of effective altruists. - Engage local donors and volunteers to understand their giving interests and connect them with high-impact charitable opportunities. - Coordinate with One for the World staff to host educational events and workshops on effective giving and impact measurement. - This is a volunteer leadership role with flexible time commitment; many current staff and board members began as chapter leaders.",,Community Building; Communications & Outreach; Master's Degree; Mid (5–9y); Full-Time
490c5de914ac,Probably Good,General Counsel,https://villageenterprise.careers.flair.hr/positions/a78Jw00000DkuJ3IAJ,2026-06-28,,Village Enterprise,https://villageenterprise.org/,"Village Enterprise is a nonprofit that runs a poverty graduation program for first-time entrepreneurs in rural Africa, providing grants, training, and mentorship.","Executive-level legal leadership role establishing and managing the first formal legal department for an international NGO operating across Africa and the United States. - Design and implement comprehensive legal strategy, policies, and operating procedures; build and manage a legal team appropriate to organizational growth. - Serve as principal legal advisor to CEO, Board, and senior leadership on governance, strategy, and risk; draft and negotiate complex agreements including donor contracts, partnerships, and data-sharing agreements. - Ensure compliance with applicable laws and regulations across multiple jurisdictions (Kenya, Uganda, Rwanda, Ethiopia, UK, US) and international donor requirements (FCDO, EU, philanthropic donors). - Develop and maintain risk management framework with CFO; identify, assess, and mitigate legal, financial, operational, and reputational risks; manage litigation and external counsel relationships. - Provide guidance on employment matters across multiple jurisdictions; support HR with compliant policies, contracts, and disciplinary procedures; advise on workplace investigations and grievances.",,Global Health & Development; Management; Legal; Undergraduate Degree or Less; Senior (10y+); Full-Time
6a9ab5835aec,Probably Good,Futurekind AI Summer Fellowship,https://airtable.com/appwYVZkOaw0mf7xN/pagLLPSPTeeUBnTWr/form,2026-06-26,,Electric Sheep,https://www.electricsheep.is/,"Electric Sheep is a not-for-profit developing ethical AI education and programs focused on animal welfare, climate, and AI safety.","A 12-week immersive fellowship combining AI education, skill-building, and mentorship focused on animal protection applications. - Immersion block (weeks 1–6) covers current and emerging AI applications for animals including precision livestock farming, animal communication decoding, and AI-powered advocacy. - Specialisation block (weeks 7–8) offers three tracks: Builder (code and no-code tools), Researcher (writing and policy design), or Career-Developer (government, NGO, and industry pathways). - Project block (weeks 9–12) requires fellows to develop a concrete capstone contribution to animal protection with access to AI platforms and personalised mentorship from academics, industry professionals, and advocates. - Requires 2–3 hours weekly reading and pre-session exercises plus 1.5–2 hour facilitated discussions; optional workshops and webinars available. - No technical background required; runs April to July 2026; Futurekind Awards available for projects on AI implementations in beyond-factory-farming space.",,Animal Welfare; Research; Policy; Software Engineering; Undergraduate Degree or Less; Mid (5–9y); Senior (10y+); Junior (1–4y); Entry-Level; Fellowship
61c40e09a5ae,Probably Good,Funding for Programs and Events,https://coefficientgiving.org/funds/global-catastrophic-risks-opportunities/funding-for-programs-and-events-on-global-catastrophic-risk-effective-altruism-and-other-topics/,2026-06-25,,Coefficient Giving,https://coefficientgiving.org/,Coefficient Giving is a philanthropic foundation that supports high-impact work across a range of important cause areas.,"Grants funding programmes and events across effective altruism, global catastrophic risks, biosecurity, forecasting, and adjacent areas. - Supports fellowships, internships, residencies, visitor programmes, and online or in-person courses. - Supports conferences, seminars, workshops, and retreats with varied aims and audiences. - Open to organisations and individuals running or hosting such programmes and events. - Rolling applications; decisions typically made within three months.",,Biosecurity; Community Building; AI Safety & Policy; Communications & Outreach; Undergraduate Degree or Less; Mid (5–9y); Senior (10y+); Junior (1–4y); Entry-Level; Funding
131c34ccc93d,Probably Good,Expressions of Interest,https://precisiondev.org/expressions-of-interest/,2026-06-25,,Precision Development,https://precisiondev.org/,Precision Development is an organization using data-driven digital advisory services to help smallholder farmers improve agricultural productivity and adapt to climate change.,"Expressions of interest for recurring research roles at an organisation using technology and evidence to support smallholder farmers. - Research Managers oversee studies, manage teams, and translate findings into programme decisions. - Research Associates support study design, data collection, analysis, and reporting. - Applications are reviewed on a rolling basis and matched to openings as they arise. - Applicants based in India or Kenya are preferred for research and programmatic work.",,Global Health & Development; Research; Data; Policy; Undergraduate Degree or Less; Mid (5–9y); Senior (10y+); Junior (1–4y); Entry-Level; Expression of Interest
01aec1eb8b3a,Probably Good,Request for Proposals: Global Health and Wellbeing in Transformative AI,https://coefficientgiving.org/funds/global-health-wellbeing-opportunities/request-for-proposals-global-health-and-wellbeing-in-an-era-of-transformative-ai?utm_source=p5g67,2026-06-23,2026-08-21,Coefficient Giving,https://coefficientgiving.org/,Coefficient Giving is a philanthropic foundation that supports high-impact work across a range of important cause areas.,"This RFP seeks research, policy development, and implementation work to ensure AI advances improve global health and wellbeing, particularly for the global poor and low- and middle-income countries. - Support rigorous research, policy analysis, and field-building addressing how transformative AI reshapes global health priorities, regulatory infrastructure, and economic development pathways. - Execute preparatory work including clinical trial infrastructure, regulatory capacity, data systems, and institutional absorptive capacity in low- and middle-income countries before AI-enabled treatments outpace delivery systems. - Map AI-driven labor market disruption, biopharma pipeline bottlenecks, and cost-effectiveness frameworks to inform how global health grantmaking should adapt to transformative AI scenarios. - Seed new organizations and bring new people into this emerging field; most funded research must include public communication and policy engagement components. - Allocate $10–30 million across exploratory grants (under $100k), standard grants ($100k–$1m), and large grants ($1m–$10m); rolling applications accepted until August 21st.",,Global Health & Development; Research; Policy; Undergraduate Degree or Less; Mid (5–9y); Senior (10y+); Junior (1–4y); Entry-Level; Funding
be9c204f4253,Probably Good,General Application,https://airtable.com/appVcbDh7H6O23XBK/pagXHOYfAq3gIsMKC/form,2026-06-23,,Cosmos Institute,https://cosmos-institute.org/,"Cosmos Institute is a nonprofit advancing philosophy and applied research to ensure AI promotes truth-seeking, autonomy, and human flourishing.",Expression of interest for the Cosmos Institute.,,Societal Improvements; Undergraduate Degree or Less; Mid (5–9y); Senior (10y+); Junior (1–4y); Entry-Level; Expression of Interest
e040d07cbf37,Probably Good,Expression of Interest,https://securebio.org/careers/general-application/,2026-06-23,,SecureBio,https://securebio.org/,SecureBio is a biosecurity research organization developing pathogen detection technologies and early-warning systems to prevent biological catastrophes.,,,Biosecurity; Undergraduate Degree or Less; Mid (5–9y); Senior (10y+); Junior (1–4y); Entry-Level; Expression of Interest
fee5834ce7e5,Probably Good,Communications Director and Staff Director,https://jobs.lever.co/futureof-life/72a3023b-538b-49e5-aba0-29a16d809f00,2026-06-23,,Future of Life Foundation,https://www.flf.org/,Future of Life Foundation is an organization that identifies gaps in transformative technology safety and provides support to founders building the needed organizations.,"A dual leadership role combining strategic communications direction with high-level organizational support for an AI safety-focused nonprofit. - Develop and execute CARMA's communications strategy across channels, including social media, blog posts, and research summaries that translate complex AI safety concepts for diverse audiences. - Serve as executive support to the Executive Director, managing organizational workflows, cross-team coordination, and special projects requiring cross-functional collaboration. - Establish systems for tracking project progress, facilitate information flow between teams and leadership, and ensure alignment on priorities. - Liaise with fiscal sponsor on administrative matters, co-manage the Executive Assistant, and oversee HR processes, compliance, and organizational documentation. - Requires 4+ years progressive communications experience translating complex concepts, executive support background in research or policy organizations, and demonstrated familiarity with AI safety or governance fields.","$90,000 - $150,000",AI Safety & Policy; Operations; Communications & Outreach; Undergraduate Degree or Less; Mid (5–9y); Full-Time
5ccd15f3d65d,Probably Good,Outreach Specialist,https://docs.google.com/forms/d/e/1FAIpQLSfK2a7t2FQFiKikbw34_7vX78FMS-hbJP7jPfD8X8ray3noXw/viewform,2026-06-19,,Iliad,https://www.iliad.ac/,"Iliad is an umbrella organization that advances applied mathematics research in AI alignment through conferences, research incubation, and fellowship programs.","Outreach Specialist to build relationships with researchers in mathematics, physics, computer science, and hard sciences - Conduct targeted outreach through conferences, university visits, and online channels - Build and manage relationships with researchers, faculty, and community members - Develop communications strategy to expand fellowship and research incubation program funnel - Requires strong interpersonal skills and familiarity with academic research communities - Involves frequent travel to events in US and UK","$60,000 - $100,000",Community Building; Communications & Outreach; Undergraduate Degree or Less; Mid (5–9y); Junior (1–4y); Full-Time
5c244c604aff,Probably Good; EA Opportunities Board,Chief Operating Officer,https://apply.workable.com/eqltech/j/D655A7E197,2026-06-19,,Sentinel Bio,http://sentinelbio.org,Sentinel Bio is a biosecurity organization that develops surveillance and early-warning tools to detect and respond to biological threats.,"Chief Operating Officer role leading operations and strategic growth for a biosecurity nonprofit focused on pandemic prevention - Build operational infrastructure for an organization scaling toward $100M deployment by 2030 - Manage finance, HR, compliance, and organizational strategy across multiple jurisdictions - Lead talent recruitment and organizational development - Represent organization externally with partners and stakeholders - Ensure nonprofit regulatory compliance and financial health","$220,000 - $260,000","Biosecurity; Operations; Communications & Outreach; Management; Finance; Legal; Undergraduate Degree or Less; Mid (5–9y); Senior (10y+); Full-Time; Full-time; Biosecurity & pandemic preparedness; Organization building, boosting & running; Communication; Direct high impact on an important cause"
a88b810e2baa,Probably Good; EA Opportunities Board,Senior Program Officer,https://job-boards.greenhouse.io/givewell/jobs/5263769008,2026-06-17,,GiveWell,https://www.givewell.org/,GiveWell is a nonprofit charity evaluator that identifies and recommends the most cost-effective global health and poverty interventions.,"Senior Program Officer leading grantmaking at GiveWell, making strategic funding decisions to improve global health and well-being - Take primary responsibility for significant grantmaking portfolio - Set strategy and evaluate funding opportunities across global health domains - Use rigorous evidence, cost-effectiveness modeling, and expert insights to make grant decisions - Communicate externally about research and mentor team members - Work closely with Senior Researchers to inform funding allocations","$280,000 - $308,000",Global Health & Development; Research; Data; Communications & Outreach; Undergraduate Degree or Less; Mid (5–9y); Senior (10y+); Full-Time; Full-time; Global health & development; Communication; Management; Direct high impact on an important cause
2a7d0ce9da2e,Probably Good,"Funding, Science and Global Health R&D Proposal",https://airtable.com/appgLrnL135veFz6X/pagcl1BTKVrJz0QCN/form,2026-06-17,,Coefficient Giving,https://coefficientgiving.org/,Coefficient Giving is a philanthropic foundation that supports high-impact work across a range of important cause areas.,"Unsolicited proposal submission form for science and global health research and development funding - Allows researchers to submit proposals for potential funding - Requires details about research topic, description, budget, and timeline - Includes classification fields for scientific area, disease area, and development phase",,Global Health & Development; Research; Undergraduate Degree or Less; Mid (5–9y); Senior (10y+); Junior (1–4y); Funding
0619849fe9fe,Probably Good; EA Opportunities Board,Finance Data & Automation Systems Consultant,https://docs.google.com/document/d/1BhCR1Q35WbKuy5sb_bokfCxl1m_AXYhN3HnD-OEtFcc/edit?tab=t.0,2026-06-17,,Fortify Health,https://www.fortifyhealth.global/,Fortify Health is a nonprofit promoting large-scale wheat flour fortification to address micronutrient deficiencies in India.,Part-time data systems consultant to design and automate financial processes for a nonprofit health organization - Architect structured financial data systems with automation - Build management dashboards and financial models - Reduce manual effort through systematic data pipelines - Work remotely with 4-hour overlap with India working hours - Develop scalable financial reporting frameworks,"₹2,080,000 - ₹3,120,000",Global Health & Development; Data; Software Engineering; Finance; Undergraduate Degree or Less; Mid (5–9y); Part-Time (50–80% FTE); Part-time; Global health & development; Operations; Direct high impact on an important cause; Skill-building & building career capital
d40657a789cd,Probably Good; EA Opportunities Board,Director of Finance & Operations,https://new-roots-institute.rippling-ats.com/job/1033028/director-of-finance-operations,2026-06-17,,New Roots Institute,https://www.newrootsinstitute.org/,The New Roots Institute is an educational nonprofit that trains high school and college students to become advocates for reforming industrial animal agriculture.,"Senior nonprofit finance leader responsible for financial management, reporting, compliance, and operational strategy at animal advocacy organization - Lead comprehensive financial operations including budgeting, forecasting, and cash flow management - Oversee annual audit, Form 990 preparation, and grant fund compliance - Manage people operations and interface with PEO for HR functions - Develop operational systems for remote-first organization - Provide strategic financial analysis to support organizational growth","$103,000","Animal Welfare; Operations; Management; Finance; Undergraduate Degree or Less; Mid (5–9y); Senior (10y+); Full-Time; Full-time; Animal welfare; Organization building, boosting & running; Direct high impact on an important cause"
f5d3a84cda7b,Probably Good,Software Engineer - Core Technology,https://job-boards.eu.greenhouse.io/aisi/jobs/4386112101,2026-06-15,,AI Security Institute (AISI),https://www.aisi.gov.uk/,The AI Security Institute is a UK government body conducting AI safety research and developing standards to enable responsible AI governance.,"Software Engineer for AI Security Institute's Core Technology Team, working on research-oriented software and infrastructure projects - Develop features for open-source evaluation framework Inspect - Implement support for open-weights models and hosting platforms - Support research teams with custom infrastructure design - Collaborate on open-source community projects - Assist with AI model evaluation testing","£65,000 - £145,000",AI Safety & Policy; Software Engineering; Undergraduate Degree or Less; Mid (5–9y); Senior (10y+); Junior (1–4y); Full-Time
